data,generalisation
how long should i cook the ham for,id
how long should i cook the eggs for,id
how long should i cook the asparagus for,id
how long should i cook the pasta for,id
how long should i cook the steak for,id
what is the necessary amount of time required to prepare pot roast,id
how long am i supposed to cook pork loin,id
how long must i cook spaghetti for,id
tell me how long i will need to spend preparing a meat loaf dish,id
i need to know the preparation time required for fried chicken,id
how long should i spend preparing roast beef,id
what amount of time do i need to cook lobster for,id
what is the proper time to cook steak for,id
how long should i cook chicken,id
tell me how long i ought to spend preparing fajitas,id
how long should i cook chicken thighs,id
how long should i cook a ny steak,id
how long do i cook pork,id
how long do i cook the chicken roast,id
how long do i cook chicken breast,id
what's the time it takes to make a decent omelette,id
how long should i fry an egg for,id
what's the prep time for a garden salad,id
what's the usual time for tuna casserole,id
how long do you need to bake chicken for it to be safe to eat,id
how long should i cook a steak for,id
how long should i wait before i can bake bread with homemade dough,id
remind me to call my mother saturday morning,id
please set up a reminder i need to remember to ask about work,id
make a reminder for me to do my resume,id
remind me to take out the garbage in the morning,id
"the next time it rains, remind me to close the windows",id
could you make me a reminder to do the floors,id
i need a reminder set for signing up for the conference,id
set a reminder for me to call my brother at 8 pm,id
make me a reminder about booking it,id
"at 4 tomorrow afternoon, remind me to start the oven",id
how about a reminder,id
i would like a reminder,id
i need to make a reminder please,id
please give me a reminder,id
can you set me a reminder,id
can i set a reminder,id
please make a reminder,id
add a reminder to check how the body is decomposing,id
remind me to set the meat out to defrost,id
create a reminder for me to exercise this week,id
will you add a reminder for me,id
add a reminder to pick milk up at the store,id
make a reminder to do my taxes,id
set a reminder to remind me to check when my car payment is,id
set a reminder for me to take my meds,id
can you create a reminder,id
create a reminder for me to send flowers to my mom for mother's day,id
i'd like to have a reminder made,id
set a reminder for later,id
please remind me later,id
remind me again please,id
remind me later,id
please remind me at a later time,id
set a reminder,id
remind me,id
please remind me of something,id
i need a reminder,id
i would like to be reminded,id
set a reminder for me,id
i need a reminder to remind me to do something,id
i want you to remind me of something,id
i need you to remind me to get something done,id
remind me to call the vet tomorrow,id
set a reminder for me to do this in a bit,id
can you set a reminder for the meeting,id
set a reminder to go dress shopping,id
remember to remind me of this later,id
i need to set a reminder to go to the post office,id
set a reminder for tomorrows meeting,id
set a reminder for the movie,id
set a reminder to go grocery shopping,id
set a reminder to feed the dogs,id
set a reminder to go check the mail,id
make a reminder to change the cat litter,id
set a reminder for my doctors appointment,id
dont forget to set a reminder to pay the bills,id
please remind me to do this later,id
remind me to do this in awhile,id
help me set a reminder to work out,id
dont let me forget to do that thing later,id
make a reminder to work out at the gym,id
set a reminder to pick up the kids,id
set a reminder to call my mom,id
remind me to take the chicken out in a hour,id
set reminder to prepare for my meeting at 10 am,id
set reminder for tomorrow to eat,id
remind me to bring a jacket in tomorrow,id
set a reminder to bring a book to work tomorrow,id
set a new reminder for tomorrow at 4am,id
make reminder to pay rent on the 30th of every month,id
"open up a reminder, pay taxes on monday",id
"new reminder, please",id
create a reminder to give the cat her flea medicine,id
set up a reminder to give the cat her flea medicine,id
i need you to make a reminder for me to give the cat her flea medicine,id
"make a reminder, pay taxes on monday",id
set reminder pay taxes on monday,id
make a reminder to give the cat her flea medicine,id
set up an alarm to remind me to give my cat her flea medicine,id
set reminder to feed cat tonight at 6pm,id
set a reminder for monday pay taxes,id
create a reminder to pay taxes on monday,id
remind me to use the bathroom,id
please reminder for car meet,id
remind me to clean room,id
i need to be notified to clean the room,id
remind me tommorow at 3pm i have a doctors appointment,id
remind me friday to call my mother,id
make me a reminder that tommorow is trash day,id
set up a reminder that i need to pay my car ins the 23rd,id
set up a reminder to mail a check tommorow,id
i need to take out the trash please remind me,id
set a reminder to take out the trash,id
tell me to take out the trash in an hour,id
remind me to take out the trash,id
please remind me to take out the trash,id
i need to be reminded to pray,id
i want to get reminded to clean my room,id
remind me to call bob,id
give me a reminder for calling bill,id
immediately the credit card company must be told that i lost my card from them,id
i lost my debit card and need it reported as lost,id
i can't seem to find my gold card and want it reported as lost,id
i lost my chase bank card and want it labeled as lost,id
can you report my td bank card as lost,id
i misplaced my visa and need it marked as lost,id
what do i do if my visa card got stolen,id
what should i do when my visa card is stolen,id
my visa card was stolen,id
my visa card got stolen,id
i think my visa card was stolen,id
my visa has been stolen by someone,id
someone stole my mastercade,id
my visa was stolen,id
my american express card needs to be reported as stolen,id
my discover card has been stolen,id
report lost card to discover company,id
report discover card as lost,id
how do i report a lost discover credit card,id
where to report lost discover credit card,id
report lost card,id
report a lost card here,id
please report my stolen card,id
"could you please help me, my card has been stolen and i need to report it",id
"my credit card has been stolen, please report it",id
"oh no, report my card, it's stolen",id
i would like to have my card reported as stolen,id
i need to report a card that's been lost but i dont know how,id
how can i report a card that has been lost,id
file a report for a lost american express card,id
help me report my lost mastercard,id
"i lost my card, how should i report that",id
what should i do if my card is lost,id
report my lost visa card,id
i lost my amex and need to report it,id
i have to report a lost visa card,id
walk me through the process of reporting a lost card,id
what can i do if my card is lost,id
my card is lost what do i do,id
my card is lost how do i report it,id
what must i do to report my card lost,id
can you help me report my lost card please,id
my card is lost please report it,id
i need to report that my card has been lost,id
i want you to repord my card as lost,id
"i lost my card, what do i do",id
i need to report that my card is lost,id
i need to replace my lost card,id
what do i do if i lost my card,id
how do i report a lost card,id
someone stole my discover card,id
my american saving bank was stolen,id
someone stole my discover credit card,id
someone stole my capital one credit card,id
my capital one credit card was stolen,id
my card is to be reported stolen,id
my stolen card needs to be reported,id
i need to report my stolen card,id
i have to report my card as stolen,id
i am obliged to report my stolen card,id
"i need to report my card as stolen, please",id
"i can't find my mastercard and i want to report it as lost, please",id
i can't find my visa card and i want to report it as lost,id
i can't find my mastercard and i want to report it as lost,id
i would like to report my card as stolen,id
"i can't find my visa card and i want to report it as lost, please",id
i'd like to report my card as stolen,id
"i'd like to report my card as stolen, please",id
"i can't locate my mastercard and i want to report it as lost, please",id
"i would like to report my card as stolen, please",id
"i need to report a stolen card, please",id
i think my card is stolen and needs to be reported,id
i would like to report a stolen card,id
"is there anyway, i can report my card being stolen",id
"my card is stolen, i need to report it",id
my new debit card is lost and i need to report it,id
my bronze card is missing i would like to report it as lost,id
i lost my purple credit card and need to report it,id
i lost my silicon valley card,id
i lost my commerce card and need to report it as lost,id
someone stole my card,id
i need help since someone stole my card,id
my credit card was stolen,id
i need to report credit card theft,id
who do i report card theft to,id
i want to report my card as lost,id
i need to report a lost card,id
what do i do to report a lost card,id
how do i report my lost card,id
help me report a lost card,id
can you report my lost discover card,id
report my card as lost,id
i lost my card how do i report it,id
"i lost my discover card, i want to report it",id
i want to report my discover card as lost,id
"i can't find my discover card, how do i report it",id
i can't find my credit card and i want to report it as lost,id
i can't find my insurance card and i want to report it as lost,id
i can't find my student id card and i want to report it as lost,id
"i need to report my card as stolen, who do i tell",id
what about changing the sugar for baking soda,id
can i swap sugar for salt,id
would it be possible to replace the salt with baking soda,id
"instead of pepper, can i use salt",id
can i take out the olive oil and use lard,id
can i use water instead of milk,id
it is okay to use water in place of milk,id
it is okay to replace water instead of milk,id
is it okay to switch water for milk,id
will it be okay if i use water instead of milk,id
can i substitute ginger for garlic,id
can i substitute rice for potatoes,id
can i substitute oregano for basil,id
can i substitute bacon for sausage,id
can i substitute honey for sugar,id
can i switch cream with milk in a recipe,id
can i exchange milk for cream in recipes,id
is milk an ok substitute for cream,id
can i use milk instead of cream,id
can i switch cream out for milk,id
can i substitute skim milk for whole milk,id
is it okay to substitute oregano for basil,id
can i use colby jack cheese instead of cheddar in a recipe,id
can i use dark brown sugar instead of brown sugar,id
can i substitute lemon juice for vinegar,id
can i use apple juice instead of grape juice,id
can i substitute apple juice for wine,id
can i substitute vinegar for apple cider vinegar,id
can i substitute lemon juice for lime juice,id
can i use sour cream instead of yogurt,id
is it possible to substitute apple cider vinegar for lemons,id
i need to know if i could substitute apple sauce with eggs,id
is honey a good sugar substitute,id
could i use olive oil instead of grape seed oil,id
can i use flour as a substitute for bread crumbs,id
i need to swap salt for baking soda,id
i wanna swap salt for baking soda,id
i need to sub sugar for salt,id
can i sub sugar for salt,id
is it ok to sub sugar for salt,id
let me swap salt for baking soda,id
please allow me to swap salt for baking soda,id
is it acceptable to swap salt for baking soda,id
i gotta sub sugar for salt,id
i wanna sub sugar for salt,id
can i use flour instead of cornstarch to make gravy,id
can i substitute yogurt for sour cream,id
"if a recipe calls for sour cream, can i use yogurt",id
can i use sour cream in place of creme fraiche,id
can i use yogurt in place of sour cream,id
can i use sour cream instead of milk,id
"i don't have sour cream, can i use yogurt instead",id
can i swap yogurt for sour cream,id
can yogurt be used for sour cream,id
is it fine to sub bread flour with all-purpose flour,id
are you able to sub white sugar for brown sugar,id
can you sub half and half for heavy whipping cream,id
can i use baking powder instead of baking soda,id
do you think i can sub honey for sugar,id
proper to substitute cumin for tumeric,id
can substitute cumin for tumeric,id
cumin may be substituted for tumeric,id
is almond milk an acceptable substitute for milk,id
can i swap coconut milk for condensed milk,id
can i substitute eggs for milk in a recipe,id
could i use white wine instead of red wine in a recipe,id
can i substitute ketchup for mustard,id
can i substitute milk for almond milk,id
is it acceptable to swap milk for water,id
is it acceptable to swap chicken for pork,id
is it acceptable to swap marinara for alfredo,id
can i substitute milk for water,id
is it acceptable to swap rice for quinoa,id
can i substitute butter for margarine,id
is it acceptable to swap beef for tempeh,id
can i substitute salt for pepper,id
is it ok to use brown sugar instead of powdered sugar,id
can i use margarine instead of butter,id
can i switch in almond butter for peanut butter,id
can i use salt instead of baking soda,id
can i substitute cream for milk,id
can i use baking soda instead of baking powder,id
what can i use as a substitute for yeast,id
substitute for milk in pancakes,id
alternatives to white wine in food,id
can i use something else if i don't have eggs,id
can i use a green pepper instead of a red pepper,id
is it possible to use sausage instead of hot dog,id
is it ok to substitute spinach for lettuce,id
is crushed garlic the same as powdered garlic for a spaghetti sauce,id
can i use almond milk instead of rice milk,id
can i swap cayenne pepper for black pepper,id
can i use normal flour if i don't have bread flour,id
can i use olive oil instead of butter,id
can i use coconut oil instead of olive oil,id
can you just use regular milk instead of buttermilk,id
can i use strawberries instead of pineapples for this,id
can i use sharp cheddar instead of muenster,id
can i use mayonnaise instead of miracle whip,id
can i substitute rice milk for milk,id
place a phone call to yiming,id
phone lobby,id
can you call dominos pizza,id
can you redial the last number dialed,id
call 911,id
can you call a taxi,id
can you call mom,id
call work,id
call justin,id
call home,id
call erryn,id
i have to call the commander,id
i will be calling hr,id
it is important that i call katie,id
x is who i need to call,id
i am going to call the landlord,id
call macy,id
dial lisa's cell phone number,id
please dial david now,id
i need you to call michael at home,id
can you call mary,id
please phone lizzy,id
please dial x's phone number,id
dial x's phone please,id
please call toby,id
call dave,id
call my best friend,id
can you make a phone call to mark,id
can you call my mom,id
call mark,id
call friend,id
can i call a restaurant,id
can you make a phone call to kevin,id
call bob for me,id
call my mother,id
call jim,id
can you make a phone call to roger,id
can you make a phone call to dave,id
call mymother,id
can you make a phone call to randy,id
bella needs to be called,id
give liz a call,id
would you give jenny a call,id
i want you to call bella,id
phone call secretary,id
get a hold of sue,id
i'm looking to call a group,id
call tom,id
dial x's number,id
dial christie's cell,id
call christie's work number,id
phone christie,id
call christie,id
please dial christie's number,id
can you call someone,id
call someone for me,id
dial someone's phone number,id
i need to talk to someone on the phone,id
call someone,id
it's time for me to call drew,id
it's necessary to call michael,id
i must call jordan,id
x is waiting for me to call,id
put me on a call to sally,id
place a call to bill now,id
i want to place a call to mike,id
i have to call jane,id
can you call russell,id
place call to robby,id
dial sarah,id
call robby,id
phone sarah,id
call sarah,id
call robby for me,id
i want to call robby,id
can you call robby,id
phonecall sarah,id
i want to talk to sarah,id
dial steven,id
phone steven,id
ring steven,id
call steven,id
i want to make a call to uncle,id
use my phone to dial work,id
start a phone call with kathy,id
initiate a phone call with receptionist,id
can a phone call be made to maria,id
i need you to call the broker,id
please do me a favor and call brother mario,id
can you please call nata,id
call sandra right now,id
immediately call tom,id
i must call dr smith,id
connect me to bob,id
place a call to father callahan,id
i should call ruthie,id
please call christy,id
i must call roderick,id
please make a phone call to christopher,id
i need to call mark,id
wake me up at noon tomorrow,id
set my alarm for getting up,id
make sure my alarm is set for three thirty in the morning,id
please set an alarm for mid day,id
have an alarm set for three in the morning,id
you need to set alarm for me,id
i need you to set alarm for me,id
set the alarm for me,id
can you set alarm for me,id
please set alarm for me,id
make a new alarm for 6 in the morning,id
make a new alarm,id
create an alarm,id
i need an alarm for 6am,id
can you alert me at 6 in the morning,id
i'd like a new alarm set for 6am,id
"set an alarm for 6am, please",id
initiate a new alarm please,id
set up an alarm,id
make up a new alarm,id
i want to make an alarm,id
i would like an alarm set,id
schedule an alarm,id
i need an alarm set,id
i need alarms set for 6am and 615am,id
i need an alarm to go off tomorrow at five fifteen,id
can you set an alarm for seven fifteen for tomorrow,id
set me an alarm for 4pm and another for 5pm,id
set one alarm for 215pm and another for 7pm,id
create an alarm for 9 am and another one for 11 am,id
set the alarm to go off at 9 tomorrow,id
make an alarm for tomorrow at twilight,id
set up two alarms one for 10am and another for 2pm,id
please set up an alarm to go off tomorrow at daybreak,id
could you set one alarm for 8am saturday and one for 9am sunday,id
can i turn on the alarm now,id
how do i set the alarm,id
please turn on the alarm,id
set my alarm for 6am tomorrow,id
set alarm for 6am,id
can you play an alarm at 5pm,id
create alarm 6am,id
set alarm for 5pm,id
make an alarm 6am,id
create an alarm for 6am,id
put in an alarm for 5pm,id
i want an alarm at 5pm,id
set my alarm for 5pm,id
set an alarm,id
create alarm,id
set alarm,id
i need an alarm to wake me up at 8 tomorrow morning,id
i need you to set an alarm for 8am tomorrow,id
please set an alarm for 5 am,id
set an alarm for 9pm please,id
i need an alarm set for 6 in the morning,id
i need an alarm set for 10:00 and another set for 3:00,id
set an alarm for me for 10:00 and another one set for 4:00,id
would you set my alarm for 10:00 and another for 3:00,id
provide assistance by setting an alarm at 8:00 and another for 11:00,id
assist me by setting my alarm for 9:00 and another for 11:00,id
tomorrow i need an alarm at 7 tomorrow,id
"at 9 tomorrow, set off the alarm",id
tomorrow i would like an alarm for 9 tomorrow,id
tomorrow i need the alarm to go off at 5,id
sound the alarm at 6 am tomorrow,id
set reminder for 2 pm,id
wake me up at 6 am,id
ring my phone at 12 pm,id
set alarm for 5 am,id
please set an alarm for 2 pm for me,id
set an alarm for 5 pm,id
can you make an alarm for 7 am,id
set a 5 am alarm please,id
i need an alarm at 8 pm,id
set an alarm to start work and another to stop,id
set an alarm to go to sleep and another to wake up,id
please set a reminder for me,id
set an alarm to work out and another to go home,id
create an alarm for me,id
set an alarm for lunch and another for dinner,id
make an alarm for me,id
set an alarm for my meeting and another for my phone call,id
i want an alarm set up,id
i need an alarm set please,id
have an alarm wake me at 10:30 am,id
i want an alarm to go off at 9 am,id
i need an alarm set for 9 am and another for 11 am,id
i need an alarm set for 5:30 pm,id
i need you to schedule an alarm,id
please create an alarm for 5:45 am and an alarm for 6:15 am,id
would you set up an alarm for me,id
please create one alarm for 330 pm and one for 8 pm,id
please create a new alarm for me,id
i need an alarm to go off at 6 am,id
"please set two alarms, one at 12 pm and the next at 1 pm",id
please create an alarm for 12 noon,id
i need one alarm to go off at 6:30 am and a second alarm set for 8:00 am,id
help me get up at eight thirty in the morning tomorrow,id
i want to be woken up at 9 tomorrow,id
what are the things that i have for today,id
what is left to do today,id
what do i have to do today,id
"the tasks for today, what are they",id
i need to know what my to-do list is looking like,id
is cleaning the kitchen coming up on my list of things i have to do today,id
do i have cleaning the counters on my to-do list,id
is cleaning the toilet on my to-do list,id
tell me what is on the list of things to do,id
tell me what is on my to do list,id
is vacuuming on my list of things to do,id
will an oil change be on my to-do list tomorrow,id
read me my list of things to do,id
please read my todo list,id
tell me what is on my todo list,id
i need my todo list read,id
i need to hear my todo list,id
is taking out the trash on my to do list,id
read to me my to do list,id
read back my to do list,id
can you tell me my to do list,id
i want to know what i have to do,id
read back to me my to do list,id
tell me the content of my to do list today,id
what is on my to do list,id
please read back to me my to do list,id
let me know what i have to do today,id
is fixing mom's kitchen blind on my to do list,id
check my domestic to do list for carpet cleaning,id
do my task list have call kath on it,id
check my to do list to see if jewelry repair is listed,id
does my errand list have goodwill on it,id
can you tell me the items on my to do list,id
do i have brush my teeth on my todo list,id
what chores do i have waiting on my reminder list,id
do i have get an oil change on my todo list,id
do i already have a task on my todo list to research delaware,id
what do i have on my need to do list,id
read my complete todo list to me,id
i want to hear everything on my todo list,id
do i have any birthdays on my todo list,id
how many items are on my todo list,id
is doing my laundry already on my todo list,id
how many chores are on my todo list,id
iterate the items on my todo list,id
do i have an item on my todo list related to shopping,id
are the items on my todo list listed alphabetically,id
did i add purchase tickets to the penguin game to my todo list,id
did i remember to add buy flowers to my chore list today,id
can you check if i've added an item to throw out the carcasses on my todo list,id
what tasks have i yet to complete off my list,id
do i have anything on my todo list about shoveling snow,id
what items do i need to do,id
did i create a task to clean the gutters on my list,id
tell me what i have on my todo list,id
is studying for the chem exam on my todo list,id
please tell me all items on my todo list,id
do i have a car wash scheduled on my to do list,id
at what time is laundry on my to do list,id
have i set aside a time on my to do list to do my taxes,id
did i jot down a time to see my accountant on my to do list,id
when is babysitting on my to do list,id
what does my to-do list consist of,id
can you please tell me what is on my to-do list,id
i wonder what my to-do list looks like for today,id
what does my to-do list look like,id
"let me hear all of the items on my to do list, please",id
"repeat my to do list to me, please",id
let's go over the list of items on the to do list just to be sure we got it all,id
can i hear the complete to do list just dictated,id
"tell me what things i need to accomplish per my to do list, please",id
"can you tell me all of the things on my to do list for tomorrow, please",id
please remind me of the tasks on my to do list,id
go ahead and say all of the points on my list of to-do's please,id
"what do i have to do tomorrow, according to my to-do list",id
i want to hear my to do list please,id
what have i got on my to-do list,id
let me know whether folding laundry is on my to do list,id
can you tell me the tasks on my to-do list,id
i need to know what tasks are on my to-do list,id
i want to hear my to do list read out loud,id
can you look to see whether feeding the fish is on my to do list,id
please let me know if giving the dog a bath is on my list of tasks to complete,id
can you walk me through the various tasks on my to do list,id
what do i have left to do on my to-do list,id
is changing the water filter on my to do list right now,id
please tell me all the items on my to do list right now,id
please inform me of what tasks i have listed on my to do list,id
look to see if i have folding laundry on my to do list,id
please read out my list of tasks to accomplish,id
i need to know everything on my to do list currently,id
i need to know if sorting the mail is on my to do list,id
can you read my to do list to me please,id
check my to do list to see if feeding the fish is on it,id
did i put unpacking groceries on my to do list,id
will you please go back over everything on my to do list,id
read my to-do list to me,id
i need to know if cleaning out the fridge is on my to do list,id
do i have watering the plants on my to do list,id
let's go through my to do list items please,id
use a different accent,id
try using a different accent,id
speak in a different accent,id
change the accent you're speaking in,id
could you change the accent you're using,id
would you change your accent to the male british one,id
i want your accent changed to the male british one,id
i need for you to change your accent to the male british one,id
would you please get your accent changed to the male british one,id
try it with a male voice,id
could you use a male voice,id
use a male voice now,id
use a male voice instead,id
try a male voice,id
i would prefer your voice to be male,id
please use a male voice when speaking,id
can you switch to the female voice,id
change to a male voice,id
please change your accent to a british male,id
can you change the way you talk to a male british voice,id
could you talk like a british male,id
can i change the voice to male,id
i want to hear the female voice option,id
is there a way to change the voice to male,id
i would prefer to hear the female voice,id
i would prefer to hear you speak like a british male,id
start speaking in a male british voice,id
go ahead and switch to the female voice,id
i shall switch to the male voice,id
i must to the female voice,id
please change to the female voice,id
please change your accent to the male british one,id
i need you to change your accent to the male british one,id
i need to to the female voice,id
i need to switch to the male voice,id
go ahead and switch to the male voice,id
you need to change your accent to the male british one,id
i gotta to the female voice,id
i wanna switch to the male voice,id
go ahead and change your accent to the male british one,id
i must switch to the male voice,id
i want you to change your accent to the male british one,id
i wanna change to the female voice,id
i want to change what accent you use,id
use a new accent,id
switch to a different accent,id
can you use a different accent,id
let's change your accent,id
speak in a male voice,id
can i hear the male voice please,id
can you change your accent to the male british one,id
use your male voice,id
please talk to me in the male british accent,id
use one of your male voices,id
can you use the male british accent,id
speak in a woman's voice,id
switch over to the male voice mode,id
go to the female voice,id
please use your female voice,id
please change your accent the male british one,id
make your accent the male british one,id
switch over to the female voice,id
use a woman's voice,id
can you speak like a british dude,id
do you have the ability to do a male british accent,id
is it possible for you to speak with a british gent's accent,id
can i get you to talk like a pouty english guy,id
"if you can do accents, i want to hear you talk like david bowie",id
do a british male accent only,id
i want to hear a male british accent,id
change to a male british accent,id
switch to british male accent,id
can you do a british male accent,id
change accent to male british,id
set to female voice,id
please change accent to british male,id
please set to female voice,id
use male voice,id
can you switch to female voice,id
please use male voice,id
switch to female voice,id
can you use male voice,id
use male voice now,id
can you make your accent british male,id
now use male voice,id
speak as a british male,id
change accent to british male,id
change to female voice,id
use the male voice please,id
can you swap to male voice,id
i want to change to male voice,id
use female voice now instead,id
please start using female voice,id
i want to use the female voice now,id
i prefer female voice now,id
switch from the male to the female voice,id
please use male voice instead,id
switch over from female to the male voice,id
i need a new accent male british,id
switch to male british accent,id
where can i locate my w2 so i can do my taxes,id
where is the w-2 form located,id
where can i locate my w-2 form,id
where can one receive their w-2 form,id
what is the location of my w2 that is needed for taxes,id
where would my w2 be found so i can do my taxes,id
i need to find my w2 so i can do taxes,id
where are w-2 forms given,id
i require my w2 for taxes and need to locate it,id
where do i get the form i need for taxes,id
how can i get my year end summary for taxes,id
where should i go to get a w2 to do my taxes,id
where do i pick up a w2 form,id
where can i get a w2 form,id
tell me where a w2 is available please,id
a w2 form can be gotten from where,id
can i get a w2 form online,id
help me get a w2 to do my taxes,id
what location can i get a w2 from,id
where can i get a w2,id
a w2 form is obtainable where,id
who can send me a w2 so i can complete my taxes,id
how can i get my w2 to do my taxes,id
where can i pick up my w2 to do my taxes,id
where do i get the form that shows my wages for the year for taxes,id
can you tell me what the form is employers are supposed to send you for taxes and where i get it,id
i've got tax issues and need help obtaining my w2,id
i need to do taxes and have to get a w2,id
where do i find the irs form that tells me the amount of money i owe them,id
where do i get the tax form that i have to report to the irs,id
can you locate my w-2,id
i would like to know how to find my w-2,id
can you help me find my w-2,id
"hey, anyone seen my w-2",id
help - i can't find my w-2,id
where is my w-2,id
where can i get my w-2,id
i need to download my w-2 form,id
can you access my w-2,id
how can i get a hold of my w-2,id
i need to get a hold of my w-2 right now,id
where can i get the form i need to do my taxes,id
"where can i get the form i need to do my taxes, please",id
"where can i get the employment document that i need to do my taxes, please",id
where can i get a w2 form from,id
where can i obtain a w2 form,id
where can i find a w2 form,id
where can i obtain a w2 form from,id
where can i get the employment form i need to do my taxes,id
"where can i get the employment form i need to do my taxes, please",id
where is my w2,id
where can i find my w2,id
where can i find my w2 as i need it for tax reasons,id
where do i get my tax papers,id
where do i recieve a w2,id
how do i get a w2,id
is this where i get a w2,id
can you tell me where to get a w2,id
who has the tax form that shows my wages,id
what is that tax form that shows my wages and where do i get it,id
where do i locate the form that has my tax information,id
who has the tax form that has my wage informaton,id
where do i get the tax form that shows my wages,id
where's my w-2,id
i can't find my w-2,id
do you know where my w-2 is,id
i'm having trouble locating my w-2,id
where can i find my w-2,id
provide me assistance on where to go to get my w2 for tax reasons,id
i am in need of my w2 for tax reasons; provide me where to get it,id
assist me on where to go to get my w2 for tax reasons,id
where do i go to get my w2 for tax reasons,id
where can i get my w2 from for tax reasons,id
i would like to get the forms to file for my w2,id
where could i locate a w2 form from,id
locate my w-2 form,id
where could i find forms to get my w2,id
where can i find my tax form to report what i earn,id
where do i go to get my w-2,id
how do i find my w-2 form,id
what is the form i need to report my earnings,id
where do i get my w2 form from,id
tell me where to get myy w-2 form,id
where can i find my w-2 form,id
where can i locate a form for my w2,id
is my w2 available at the post office,id
i need to know where to get a w-2 form,id
when will i receive my w2,id
can i get my w2 online,id
how do i get a w-2,id
i need help getting a w-2,id
can i get a w-2 from the post office,id
can i get my w-2 online,id
does my w2 come by mail,id
how and where are my w2 forms given,id
where can i get my w2 forms from,id
from where are w2 forms given,id
how do i get a w2 form and from where,id
how do i get a personal w2 form,id
have i been sent my w-2 in my email,id
when should i pay my bill by,id
when is my car insurance due,id
when's the gas bill due,id
when do i pay the utilities,id
do i pay my rent this week,id
i need to know when i must pay my car bill,id
how much is my water bill,id
is my bill due this week,id
how much time left to pay my bill,id
what day is my car insurance due,id
when's the electric bill due,id
when's the next phone bill,id
when is my next car payment,id
when is too late to pay my cable bill,id
can you alert me when my phone bill is due,id
on what day do i pay my car payment,id
how can i know when my cable bill is due,id
what day do i have to pay for my capital one card,id
how long do i have left to pay for my chase credit card,id
what is the due date of my att bill,id
when is my xfinity bill due,id
how many more days before my verizon bill is due,id
i cant remember when my bill is due,id
what is the due date of my bill,id
what day is my bill due,id
when is my bill due,id
tell me when my bill will be due,id
how do i locate when my gas bill is do,id
i would like to know my electric bills date it needs to be payed,id
i need to know where to locate when my gas bill is due,id
can you tell me when my electric bill is due,id
i need to know the due date for my credit card,id
where should i look for when my gas bill is due,id
can you tell me the date my credit card is due,id
i'd like to find the date that my gas bill is due,id
how do i know when to pay my gas bill,id
when do i have to pay my water bill by,id
when do i have to pay my electric bill by,id
when do i have to pay my internet bill by,id
when do i have to pay my gas bill by,id
tell me when i have to pay my bill,id
what date do i have to pay my bill,id
give me the date my bill is due,id
on what day do i have to pay my nordstrom bill,id
when is my chase visa due,id
when do i need to pay my annual payment for auto insurance,id
what is the exact due date for my mortgage payment,id
what is the due date for my metronorth monthy pass,id
can you tell me when my peco energy bill is due this month,id
please find the exact payment due date for my sprint phone bill,id
what is the due date on my xfinity internet bill for february,id
what is the latest date that i can pay my direct tv bill this month,id
i need the new due date for my pgw gas bill,id
what time do i have to pay z bill,id
whats the due date for z bill,id
how soon before my catering bill is due,id
how long before my lawn guy bill's due,id
when's my heater bill due,id
what date is my water bill due,id
whats the deadline for amex payment,id
when is my visa due,id
when is visa due,id
do you know when i need to pay my mastercard,id
what's the due date for my american express payment,id
when is my mortgage payment due,id
what's the due date for the credit card,id
when's the next time i have to pay the insurance,id
how long do i have to pay the gas bill,id
when's the rent due,id
when does the car payment come due,id
when does the electric bill up,id
how do i check when my mortgage is next up for payment,id
when do i owe the state payment for my car tags,id
when do i owe the rent,id
do i need to pay my credit card bill already,id
do you know when my next electric bill is due,id
where do i find information on when the water bill is due,id
how do i ascertain when my next insurance payment will be,id
what do i do to check when my next credit card payment is,id
when do i need to pay my at&t bill,id
what is the due date of my at&t bill,id
is my at&t bill do soon,id
when is my at&t bill due,id
what date is my at&t bill due,id
when's the ac bill due,id
what day is the z bill due,id
what's the due date for the renting bill,id
i want to know when a bill is due,id
what day is the bill due,id
i would like to know when the bill is due,id
what is the due date for a bill,id
when is the bill due,id
how do i find when my water bill needs to be paid,id
when is my water bill due,id
how do i find when my cable bill is due,id
when is my electric bill due,id
when do i need to pay the water bil,id
how do i find when my medical bill is due,id
when do i need to pay the cable bill,id
how do i find when my electric bill is due,id
can you provide me the calories in the smoothie,id
can you tell me the calories for the cheeseburger,id
i'd like the calories for this chicken breast,id
how many calories in this slice of pizza,id
what about the calories for this chicken salad,id
how many calories are in a large fry,id
a large french fry has how many calories,id
what is the calorie content of a scoop of chocolate ice cream,id
how many calories in scoop of chocolate ice cream,id
tell me how many calories in a medium size apple,id
how many calories does a scoop of chocolate ice cream have,id
how many calories are in a can of coke,id
what's the number of calories in a pepsi,id
what is the calorie content of a small bag of lay's potato chips,id
how many calories does a kitkat have,id
how many calories are there in a scoop of chocolate ice cream,id
how many calories does a scoop of chocolate ice cream contain,id
what's the expected calories in a cream filled cookie,id
what's the amount of calories in a cheesy omelette,id
can you tell me the calorie count in a glazed donut,id
what's the calorie count for tuna casserole,id
how many calories are in waffles,id
what's the calorie content for fried eggs,id
what's the amount of calories in an cream filled oatmeal cookie,id
how many calories are in chocolate cake,id
how high in calories is pork,id
how many calories are in a honey bun,id
what does a sausage sandwich have for calories,id
what's the number of calories in a coke,id
what are the total calories for two servings of pasta,id
how many calories should i plan to be in a donut,id
